gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
LAN202403210,matsy001,SDN,4,value,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240321,0,SEO01,v,LAN,1,0,0,regular,y,y
LAN202403210,koles001,SDN,5,value,2,0,4,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,,,,,,,20240321,0,SEO01,v,LAN,1,0,0,regular,y,y
LAN202403210,suarr002,SDN,6,value,4,0,5,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,,1,,1,,20240321,0,SEO01,v,LAN,1,0,0,regular,y,y
LAN202403210,yamay001,LAN,1,value,3,0,9,4,1,1,0,5,5,1,0,2,1,1,0,0,1,0,0,0,,1,,1,,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
LAN202403210,grovm001,LAN,2,value,6,0,13,6,0,0,0,4,4,0,0,2,1,0,0,0,1,0,0,0,,,,,,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
LAN202403210,hurtk001,LAN,3,value,6,0,9,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
LAN202403210,vesia001,LAN,4,value,3,0,5,1,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,,,,,,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
LAN202403210,yarbr001,LAN,5,value,5,0,9,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
LAN202403210,feyej001,LAN,6,value,3,0,7,3,0,0,1,3,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
LAN202403210,varlg001,LAN,7,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20240321,0,SEO01,h,SDN,0,1,0,regular,y,y
ARI202403280,freek001,COL,1,value,7,0,17,10,2,0,1,10,10,1,0,2,0,0,0,0,0,0,0,0,,1,,1,,,20240328,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI202403280,molia001,COL,2,value,1,0,8,6,1,0,0,6,6,1,0,0,0,0,0,0,1,0,0,0,,,,,,,20240328,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI202403280,beekj001,COL,3,value,7,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI202403280,vodnv001,COL,4,value,6,0,9,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI202403280,mearn001,COL,5,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI202403280,gallz001,ARI,1,value,15,0,21,3,2,0,0,1,1,2,0,3,1,0,0,0,0,0,0,0,1,,,1,,,20240328,0,PHO01,h,COL,1,0,0,regular,y,y
ARI202403280,mcgos001,ARI,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,PHO01,h,COL,1,0,0,regular,y,y
ARI202403280,castm002,ARI,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,PHO01,h,COL,1,0,0,regular,y,y
ARI202403280,nelsk001,ARI,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,PHO01,h,COL,1,0,0,regular,y,y
ARI202403280,frial001,ARI,5,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,PHO01,h,COL,1,0,0,regular,y,y
BAL202403280,sandp002,ANA,1,value,5,0,14,6,1,0,0,5,3,2,0,2,0,0,0,0,1,0,0,0,,1,,1,,,20240328,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL202403280,suarj001,ANA,2,value,11,0,14,2,0,0,1,3,3,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL202403280,cisnj001,ANA,3,value,2,3,6,2,1,0,1,3,3,2,0,0,0,2,0,0,1,1,0,0,,,,,,,20240328,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL202403280,zunig001,ANA,4,value,3,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20240328,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL202403280,cimba001,ANA,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL202403280,burnc002,BAL,1,value,18,0,19,1,0,0,1,1,1,0,0,11,0,0,0,0,0,0,0,0,1,,,1,,,20240328,0,BAL12,h,ANA,1,0,0,regular,y,y
BAL202403280,baumm001,BAL,2,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,BAL12,h,ANA,1,0,0,regular,y,y
BAL202403280,tated001,BAL,3,value,3,0,6,1,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,BAL12,h,ANA,1,0,0,regular,y,y
BAL202403280,akink001,BAL,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,BAL12,h,ANA,1,0,0,regular,y,y
CHA202403280,skubt001,DET,1,value,18,0,21,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,,,1,,,20240328,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA202403280,mills001,DET,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA202403280,chafa001,DET,3,value,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA202403280,folej001,DET,4,value,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA202403280,crocg001,CHA,1,value,18,0,23,5,0,0,0,1,1,0,0,8,0,0,0,0,1,1,0,0,,1,,1,,,20240328,0,CHI12,h,DET,0,1,0,regular,y,y
CHA202403280,garcd003,CHA,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CHI12,h,DET,0,1,0,regular,y,y
CHA202403280,kopem001,CHA,3,value,3,0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,20240328,0,CHI12,h,DET,0,1,0,regular,y,y
CHA202403280,leond003,CHA,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,CHI12,h,DET,0,1,0,regular,y,y
CIN202403280,grayj004,WAS,1,value,12,0,22,8,3,0,2,7,7,2,0,6,0,0,0,0,0,1,0,0,,1,,1,,,20240328,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202403280,garcr008,WAS,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202403280,flord002,WAS,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202403280,barnm001,WAS,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202403280,raint003,WAS,5,value,3,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,,,,,1,,20240328,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202403280,montf001,CIN,1,value,18,0,21,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,,,1,,,20240328,0,CIN09,h,WAS,1,0,0,regular,y,y
CIN202403280,pagae001,CIN,2,value,3,0,5,2,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,CIN09,h,WAS,1,0,0,regular,y,y
CIN202403280,suteb001,CIN,3,value,6,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,CIN09,h,WAS,1,0,0,regular,y,y
HOU202403280,cortn001,NYA,1,value,15,0,22,5,1,0,1,4,4,2,0,5,0,0,0,0,0,0,0,0,,,,1,,,20240328,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202403280,loaij001,NYA,2,value,6,0,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,20240328,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202403280,hamii001,NYA,3,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202403280,holmc001,NYA,4,value,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202403280,valdf001,HOU,1,value,14,0,23,5,0,0,0,3,3,6,0,5,1,0,0,0,0,0,0,0,,,,1,,,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
HOU202403280,marts003,HOU,2,value,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
HOU202403280,montr004,HOU,3,value,3,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
HOU202403280,presr001,HOU,4,value,3,0,6,2,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,1,,,,,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
HOU202403280,scott004,HOU,5,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
HOU202403280,hadej001,HOU,6,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
KCA202403280,lopep002,MIN,1,value,21,0,24,4,2,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,1,,,1,,,20240328,0,KAN06,v,KCA,1,0,0,regular,y,y
KCA202403280,stewb001,MIN,2,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,KAN06,v,KCA,1,0,0,regular,y,y
KCA202403280,jax-g001,MIN,3,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,KAN06,v,KCA,1,0,0,regular,y,y
KCA202403280,ragac001,KCA,1,value,18,0,26,5,1,0,1,2,2,3,1,9,0,0,0,0,0,0,0,0,,1,,1,,,20240328,0,KAN06,h,MIN,0,1,0,regular,y,y
KCA202403280,anden001,KCA,2,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,KAN06,h,MIN,0,1,0,regular,y,y
KCA202403280,zerpa001,KCA,3,value,3,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,KAN06,h,MIN,0,1,0,regular,y,y
KCA202403280,strac001,KCA,4,value,3,0,7,2,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,,,,,1,,20240328,0,KAN06,h,MIN,0,1,0,regular,y,y
LAN202403280,mikom001,SLN,1,value,13,0,20,7,1,0,2,5,5,2,0,5,0,0,0,0,1,0,0,0,,1,,1,,,20240328,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202403280,palla001,SLN,2,value,5,0,7,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202403280,obrir001,SLN,3,value,3,0,6,1,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202403280,libem001,SLN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202403280,glast001,LAN,1,value,18,0,22,2,0,0,1,1,1,1,0,5,0,0,0,0,0,1,0,0,1,,,1,,,20240328,0,LOS03,h,SLN,1,0,0,regular,y,y
LAN202403280,yarbr001,LAN,2,value,9,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,LOS03,h,SLN,1,0,0,regular,y,y
MIA202403280,kellm003,PIT,1,value,17,0,27,7,2,0,0,5,4,2,0,3,1,0,0,0,1,1,0,0,,,,1,,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,flemj001,PIT,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,strah001,PIT,3,value,2,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,borur001,PIT,4,value,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,chapa001,PIT,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,ortil003,PIT,6,value,6,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,,,,,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,hernj005,PIT,7,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,luzaj001,MIA,1,value,15,0,19,2,1,0,1,2,2,2,0,8,0,0,0,0,0,0,0,0,,,,1,,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
MIA202403280,sorig001,MIA,2,value,1,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
MIA202403280,narda001,MIA,3,value,2,2,4,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
MIA202403280,benda001,MIA,4,value,3,0,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
MIA202403280,sancs001,MIA,5,value,3,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
MIA202403280,scott003,MIA,6,value,3,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
MIA202403280,crond001,MIA,7,value,9,0,11,1,0,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0,,1,,,1,,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
OAK202403280,biebs001,CLE,1,value,18,0,22,4,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,,,1,,,20240328,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202403280,morge001,CLE,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202403280,herrt002,CLE,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202403280,sandn001,CLE,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202403280,wooda002,OAK,1,value,10,0,18,7,4,0,0,6,6,1,0,3,1,0,0,0,0,0,0,0,,1,,1,,,20240328,0,OAK01,h,CLE,0,1,0,regular,y,y
OAK202403280,mullk001,OAK,2,value,8,0,9,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,,,,,,,20240328,0,OAK01,h,CLE,0,1,0,regular,y,y
OAK202403280,mcfat001,OAK,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,OAK01,h,CLE,0,1,0,regular,y,y
OAK202403280,kellm004,OAK,4,value,6,0,12,3,0,1,0,2,2,2,0,1,1,0,0,0,1,0,0,0,,,,,1,,20240328,0,OAK01,h,CLE,0,1,0,regular,y,y
SDN202403280,webbl001,SFN,1,value,18,0,24,5,0,0,0,2,2,2,1,5,0,0,0,0,0,1,0,0,,,,1,,,20240328,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202403280,jackl001,SFN,2,value,0,3,3,2,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,,1,,,,,20240328,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202403280,walkr001,SFN,3,value,3,0,5,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202403280,mille002,SFN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202403280,darvy001,SDN,1,value,15,1,20,5,2,0,0,1,1,1,0,7,0,0,0,0,0,0,1,0,,,,1,,,20240328,0,SAN02,h,SFN,1,0,0,regular,y,y
SDN202403280,cosgt001,SDN,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SAN02,h,SFN,1,0,0,regular,y,y
SDN202403280,britj003,SDN,3,value,1,0,4,3,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,,,,,,,20240328,0,SAN02,h,SFN,1,0,0,regular,y,y
SDN202403280,matsy001,SDN,4,value,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,,,,20240328,0,SAN02,h,SFN,1,0,0,regular,y,y
SDN202403280,suarr002,SDN,5,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,SAN02,h,SFN,1,0,0,regular,y,y
SEA202403280,bellb002,BOS,1,value,15,0,20,5,1,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,1,,,1,,,20240328,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202403280,campi001,BOS,2,value,3,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202403280,rodrj004,BOS,3,value,3,0,4,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202403280,martc007,BOS,4,value,3,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202403280,jansk001,BOS,5,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20240328,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202403280,castl003,SEA,1,value,15,0,23,6,2,0,1,4,4,2,0,5,0,0,0,0,0,1,1,0,,1,,1,,,20240328,0,SEA03,h,BOS,0,1,0,regular,y,y
SEA202403280,sauct001,SEA,2,value,3,0,5,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SEA03,h,BOS,0,1,0,regular,y,y
SEA202403280,boltc001,SEA,3,value,6,0,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,SEA03,h,BOS,0,1,0,regular,y,y
SEA202403280,votha001,SEA,4,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,,,,1,,20240328,0,SEA03,h,BOS,0,1,0,regular,y,y
TBA202403280,berrj001,TOR,1,value,18,0,23,6,2,0,1,2,2,1,0,6,0,0,0,0,0,1,1,0,1,,,1,,,20240328,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202403280,richt001,TOR,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202403280,pearn001,TOR,3,value,3,0,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,,,,,,20240328,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202403280,mayzt001,TOR,4,value,3,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202403280,efliz001,TBA,1,value,17,0,25,6,0,0,3,6,6,1,0,5,1,0,0,0,0,0,0,0,,1,,1,,,20240328,0,STP01,h,TOR,0,1,0,regular,y,y
TBA202403280,armss001,TBA,2,value,4,0,7,1,1,0,0,2,2,2,0,2,0,1,0,0,0,0,0,0,,,,,,,20240328,0,STP01,h,TOR,0,1,0,regular,y,y
TBA202403280,cleag001,TBA,3,value,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,STP01,h,TOR,0,1,0,regular,y,y
TBA202403280,matop002,TBA,4,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,20240328,0,STP01,h,TOR,0,1,0,regular,y,y
TEX202403280,steej002,CHN,1,value,14,0,18,3,2,0,0,1,1,1,0,6,0,0,0,1,1,0,0,0,,,,1,,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,merrj001,CHN,2,value,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,almoy001,CHN,3,value,1,0,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,leitm002,CHN,4,value,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,nerih001,CHN,5,value,3,0,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,alzoa001,CHN,6,value,3,0,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,smyld001,CHN,7,value,2,0,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,,,1,,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,eovan001,TEX,1,value,18,0,22,4,2,1,0,2,2,1,0,3,1,0,0,0,1,0,0,0,,,,1,,,20240328,0,ARL03,h,CHN,1,0,0,regular,y,y
TEX202403280,sborj002,TEX,2,value,3,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240328,0,ARL03,h,CHN,1,0,0,regular,y,y
